Size [columns x rows]: [150 x 150]
Boarders' lengths: 
31 -> 91
17 -> 136
26 -> 124
40 -> 103
29 -> 86
52 -> 50
6 -> 122
39 -> 120
42 -> 58
18 -> 122
21 -> 70
16 -> 128
7 -> 151
36 -> 91
4 -> 116
5 -> 121
41 -> 104
12 -> 106
13 -> 107
9 -> 125
51 -> 104
38 -> 134
23 -> 99
3 -> 117
15 -> 124
33 -> 128
10 -> 55
34 -> 108
46 -> 78
14 -> 117
19 -> 124
49 -> 105
47 -> 128
37 -> 154
25 -> 78
22 -> 126
11 -> 120
48 -> 113
27 -> 96
30 -> 98
44 -> 100
50 -> 96
43 -> 55
35 -> 79
24 -> 53
32 -> 53
28 -> 51
8 -> 39
20 -> 46
45 -> 50
Average grain size: 369.26
[0, 2, 31, 0, True]
[0, 3, 31, 0, True]
[0, 4, 31, 0, True]
[0, 5, 31, 0, True]
[0, 6, 31, 0, True]
[0, 7, 31, 0, True]
[0, 8, 31, 0, True]
[0, 9, 31, 0, True]
[0, 10, 31, 0, True]
[0, 11, 31, 0, True]
[0, 12, 31, 0, True]
[0, 13, 31, 0, True]
[0, 14, 31, 0, True]
[0, 15, 31, 0, True]
[0, 16, 31, 0, True]
[0, 17, 31, 0, True]
[0, 18, 31, 0, True]
[0, 19, 31, 0, True]
[0, 22, 31, 0, True]
[0, 41, 17, 0, True]
[0, 42, 17, 0, True]
[0, 43, 17, 0, True]
[0, 44, 17, 0, True]
[0, 46, 17, 0, True]
[0, 47, 17, 0, True]
[0, 50, 17, 0, True]
[0, 51, 17, 0, True]
[0, 54, 17, 0, True]
[0, 55, 26, 0, True]
[0, 56, 26, 0, True]
[0, 57, 26, 0, True]
[0, 58, 26, 0, True]
[0, 59, 26, 0, True]
[0, 60, 26, 0, True]
[0, 61, 26, 0, True]
[0, 62, 26, 0, True]
[0, 63, 26, 0, True]
[1, 2, 31, 0, True]
[1, 3, 31, 0, False]
[1, 4, 31, 0, False]
[1, 5, 31, 0, False]
[1, 6, 31, 0, False]
[1, 7, 31, 0, False]
[1, 8, 31, 0, False]
[1, 9, 31, 0, False]
[1, 10, 31, 0, False]
[1, 11, 31, 0, False]
[1, 12, 31, 0, False]
[1, 13, 31, 0, False]
[1, 14, 31, 0, False]
[1, 15, 31, 0, False]
[1, 16, 31, 0, False]
[1, 17, 31, 0, False]
[1, 18, 31, 0, False]
[1, 19, 31, 0, True]
[1, 20, 31, 0, True]
[1, 21, 31, 0, True]
[1, 35, 17, 0, True]
[1, 36, 17, 0, True]
[1, 40, 17, 0, True]
[1, 41, 17, 0, True]
[1, 42, 17, 0, False]
[1, 43, 17, 0, False]
[1, 44, 17, 0, True]
[1, 45, 17, 0, True]
[1, 46, 17, 0, True]
[1, 47, 17, 0, True]
[1, 48, 17, 0, True]
[1, 49, 17, 0, True]
[1, 50, 17, 0, True]
[1, 51, 17, 0, True]
[1, 52, 17, 0, True]
[1, 53, 17, 0, True]
[1, 55, 26, 0, True]
[1, 56, 26, 0, False]
[1, 57, 26, 0, False]
[1, 58, 26, 0, False]
[1, 59, 26, 0, False]
[1, 60, 26, 0, False]
[1, 61, 26, 0, False]
[1, 62, 26, 0, False]
[1, 63, 26, 0, True]
[1, 64, 26, 0, True]
[2, 1, 31, 0, True]
