0;0;5;1
0;1;5;1
0;2;5;1
0;3;5;1
0;4;5;1
0;5;5;1
0;6;5;1
0;7;5;1
0;8;74;2
0;9;74;2
0;10;74;2
0;11;74;2
0;12;74;2
0;13;74;2
0;14;74;2
0;15;74;2
0;16;74;2
0;17;74;2
0;18;74;2
0;19;74;2
0;20;67;2
0;21;67;2
0;22;67;2
0;23;56;2
0;24;56;2
0;25;56;2
0;26;72;2
0;27;72;2
0;28;72;2
0;29;72;2
0;30;72;2
0;31;72;2
0;32;72;2
0;33;72;2
0;34;93;2
0;35;93;2
0;36;93;2
0;37;77;2
0;38;77;2
0;39;77;2
0;40;77;2
0;41;77;2
0;42;77;2
0;43;77;2
0;44;77;2
0;45;77;2
0;46;84;2
0;47;84;2
0;48;84;2
0;49;84;2
0;50;84;2
0;51;84;2
0;52;84;2
0;53;84;2
0;54;84;2
0;55;101;2
0;56;101;2
0;57;101;2
0;58;101;2
0;59;101;2
0;60;101;2
0;61;101;2
0;62;101;2
0;63;62;2
0;64;62;2
0;65;62;2
0;66;62;2
0;67;62;2
0;68;62;2
0;69;62;2
0;70;62;2
0;71;62;2
0;72;11;1
0;73;11;1
0;74;11;1
0;75;11;1
0;76;11;1
0;77;11;1
0;78;11;1
0;79;20;1
0;80;20;1
0;81;20;1
0;82;20;1
0;83;20;1
0;84;20;1
0;85;20;1
0;86;20;1
0;87;20;1
0;88;20;1
0;89;20;1
0;90;20;1
0;91;20;1
0;92;20;1
0;93;20;1
0;94;20;1
0;95;20;1
0;96;20;1
0;97;20;1
0;98;28;1
0;99;28;1
0;100;28;1
0;101;28;1
0;102;28;1
0;103;28;1
0;104;28;1
0;105;28;1
0;106;28;1
0;107;28;1
0;108;28;1
0;109;28;1
0;110;28;1
0;111;28;1
0;112;28;1
0;113;28;1
0;114;28;1
0;115;28;1
0;116;28;1
0;117;28;1
0;118;28;1
0;119;28;1
0;120;28;1
0;121;28;1
0;122;28;1
0;123;28;1
0;124;28;1
0;125;28;1
0;126;28;1
0;127;28;1
0;128;28;1
0;129;28;1
0;130;28;1
0;131;28;1
0;132;28;1
0;133;28;1
0;134;28;1
0;135;28;1
0;136;28;1
0;137;28;1
0;138;28;1
0;139;28;1
0;140;28;1
0;141;28;1
0;142;33;1
0;143;33;1
0;144;33;1
0;145;33;1
0;146;33;1
0;147;33;1
0;148;33;1
0;149;33;1
1;0;5;1
1;1;5;1
1;2;5;1
1;3;5;1
1;4;5;1
1;5;5;1
1;6;5;1
1;7;5;1
1;8;74;2
1;9;74;2
1;10;74;2
1;11;74;2
1;12;74;2
1;13;74;2
1;14;74;2
1;15;74;2
1;16;74;2
1;17;74;2
1;18;74;2
1;19;74;2
1;20;67;2
1;21;67;2
1;22;67;2
1;23;56;2
1;24;56;2
1;25;56;2
1;26;72;2
1;27;72;2
1;28;72;2
1;29;72;2
1;30;72;2
1;31;72;2
1;32;72;2
1;33;72;2
1;34;93;2
1;35;93;2
1;36;93;2
1;37;93;2
1;38;77;2
1;39;77;2
1;40;77;2
1;41;77;2
1;42;77;2
1;43;77;2
1;44;77;2
1;45;77;2
1;46;84;2
1;47;84;2
1;48;84;2
1;49;84;2
1;50;84;2
1;51;84;2
1;52;84;2
1;53;84;2
1;54;84;2
1;55;101;2
1;56;101;2
1;57;101;2
1;58;101;2
1;59;101;2
1;60;101;2
1;61;101;2
1;62;62;2
1;63;62;2
1;64;62;2
1;65;62;2
1;66;62;2
1;67;62;2
1;68;62;2
1;69;62;2
1;70;62;2
1;71;62;2
1;72;11;1
1;73;11;1
1;74;11;1
1;75;11;1
1;76;11;1
1;77;11;1
1;78;11;1
1;79;20;1
1;80;20;1
1;81;20;1
1;82;20;1
1;83;20;1
1;84;20;1
1;85;20;1
1;86;20;1
1;87;20;1
1;88;20;1
1;89;20;1
1;90;20;1
1;91;20;1
1;92;20;1
1;93;20;1
1;94;20;1
1;95;20;1
1;96;20;1
1;97;20;1
1;98;28;1
1;99;28;1
1;100;28;1
1;101;28;1
1;102;28;1
1;103;28;1
1;104;28;1
1;105;28;1
1;106;28;1
1;107;28;1
1;108;28;1
1;109;28;1
1;110;28;1
1;111;28;1
1;112;28;1
1;113;28;1
1;114;28;1
1;115;28;1
1;116;28;1
1;117;28;1
1;118;28;1
1;119;28;1
1;120;28;1
1;121;28;1
